# Doors and gates whose open (or closed) form in the cache has an unrelated name.
# Each pair shares the same models, size and orientation; the second loc's first op is
# Close for an open form and Open for a closed form. Generated from the client cache by
# matching models; locs with a content group, category, multiloc or script are excluded.
# from<TAB>to
loc.zqwoodengateclosed_r	loc.death_openfencegate_r
loc.bkfortressdoor1	loc.witchdoor
loc.bkfortressdoor2	loc.canifis_poh_doubledoorl_open
loc.bkfortressdoor3	loc.witchdoor
loc.legendsguildgatel	loc.metalgateopenl
loc.legendsguildgater	loc.metalgateopenr
loc.blackarmdoor	loc.witchdoor
loc.zanarisdoor	loc.ahoy_harbour_door_open
loc.zanarismagicdoor	loc.witchdoor
loc.zanarismarketdoor	loc.witchdoor
loc.kr_doubledoor_l	loc.kr_opendoubledoor_l
loc.kr_opendoubledoor_l	loc.kr_doubledoor_l
loc.famcrest_doorh2	loc.witchdoor
loc.famcrest_doorh2i2	loc.witchdoor
loc.famcrest_doorg2h1	loc.witchdoor
loc.famcrest_doori2h1	loc.witchdoor
loc.famcrest_doorh2g1	loc.witchdoor
loc.chronodoorl	loc.metalgateopenl
loc.chronodoorr	loc.metalgateopenr
loc.grandtree_fencegate_l	loc.death_openfencegate_l
loc.grandtree_fencegate_r	loc.death_openfencegate_r
loc.elenagateshut	loc.witchdoor
loc.bravekdoorshut	loc.witchdoor
loc.rehnisondoorshut	loc.witchdoor
loc.melzardoor	loc.witchdoor
loc.reddoor	loc.canifis_poh_doubledoorl_open
loc.orangedoor	loc.canifis_poh_doubledoorl_open
loc.yellowdoor	loc.canifis_poh_doubledoorl_open
loc.bluedoor	loc.canifis_poh_doubledoorl_open
loc.magentadoor	loc.witchdoor
loc.greendoor	loc.witchdoor
loc.funexit	loc.canifis_poh_doubledoorl_open
loc.pete_treasuredoor	loc.witchdoor
loc.pete_sidedoor	loc.witchdoor
loc.deepdungeondoor	loc.akd_xamphur_prisongateopen
loc.herodoor_l	loc.kr_courthouse_double_door_l_open
loc.herodoor_r	loc.kr_courthouse_double_door_r_open
loc.grubordoor	loc.witchdoor
loc.garvdoor	loc.witchdoor
loc.herokitchendoor	loc.witchdoor
loc.dungeonjail	loc.akd_xamphur_prisongateopen
loc.miningcampgateclosedl	loc.metalgateopenl
loc.miningcampgateclosedr	loc.metalgateopenr
loc.thttmineentrancel	loc.castlewars_saradomin_maindoorl_open
loc.thttmineentrancer	loc.castlewars_saradomin_maindoorr_open
loc.thttmineexitl	loc.castlewars_saradomin_maindoorl_open
loc.thttmineexitr	loc.castlewars_saradomin_maindoorr_open
loc.shantay_prisondoor	loc.akd_xamphur_prisongateopen
loc.ogreguardgate1right	loc.ogreguardgate1_open
loc.ogreguardgate2right	loc.ogreguardgate1_open
loc.shamangate	loc.metalgateopenl
loc.shamangate2	loc.metalgateopenr
loc.witchsheddoor	loc.witchdoor
loc.shockgatel	loc.metalgateopenl
loc.shockgater	loc.metalgateopenr
loc.alidoor	loc.akd_xamphur_prisongateopen
loc.legendsguilddoorl	loc.openpalacedoor_l
loc.legendsguilddoorr	loc.openpalacedoor_r
loc.cavewitch_door	loc.witchdoor
loc.witchdoor	loc.cavewitch_door
loc.pip_underground_door1	loc.akd_xamphur_prisongateopen
loc.pip_underground_door2	loc.akd_xamphur_prisongateopen
loc.pip_prisondoor	loc.akd_xamphur_prisongateopen
loc.mortmyre_metalgateclosed_l	loc.metalgateopenl
loc.mortmyre_metalgateclosed_r	loc.metalgateopenr
loc.death_fencegate_l	loc.death_openfencegate_l
loc.death_fencegate_r	loc.death_openfencegate_r
loc.death_openfencegate_l	loc.death_fencegate_l
loc.death_openfencegate_r	loc.death_fencegate_r
loc.death_sherpa_door	loc.witchdoor
loc.death_sherpa_backdoor	loc.witchdoor
loc.troll_celldoor	loc.troll_celldoor_open
loc.troll_celldoor_open	loc.troll_celldoor
loc.troll_stronghold_interior_door	loc.troll_stronghold_interior_door_open
loc.troll_stronghold_interior_door_open	loc.troll_stronghold_interior_door
loc.eadgar_storeroomdoor	loc.troll_celldoor_open
loc.viking_bard_backstage_door	loc.viking_abode_door_open
loc.viking_seers_door1	loc.viking_abode_door_open
loc.viking_seers_door2	loc.viking_abode_door_open
loc.viking_abode_door	loc.viking_abode_door_open
loc.viking_abode_door_open	loc.viking_abode_door
loc.viking_fencegate_l	loc.death_openfencegate_l
loc.viking_fencegate_r	loc.death_openfencegate_r
loc.castlewars_saradomin_maindoorr	loc.castlewars_saradomin_maindoorr_open
loc.castlewars_saradomin_maindoorl	loc.castlewars_saradomin_maindoorl_open
loc.castlewars_saradomin_maindoorr_open	loc.castlewars_saradomin_maindoorr
loc.castlewars_saradomin_maindoorl_open	loc.castlewars_saradomin_maindoorl
loc.castlewars_zamorak_maindoorr	loc.castlewars_saradomin_maindoorr_open
loc.castlewars_zamorak_maindoorl	loc.castlewars_saradomin_maindoorl_open
loc.castlewars_zamorak_maindoorr_open	loc.castlewars_zamorak_maindoorr
loc.castlewars_zamorak_maindoorl_open	loc.castlewars_zamorak_maindoorl
loc.elfdoor_reverse	loc.vc_elfdooropen
loc.elfdoor_locked	loc.vc_elfdooropen
loc.misc_viking_abode_door_low	loc.misc_viking_abode_door_low_open
loc.misc_viking_abode_door_low_open	loc.misc_viking_abode_door_low
loc.fenk_mausoleum_door	loc.akd_xamphur_prisongateopen
loc.fenk_tower_door	loc.akd_xamphur_prisongateopen
loc.fenk_shed_door	loc.openthickpoordoor
loc.fenk_door	loc.fenk_door_open
loc.fenk_door_mirror	loc.fenk_door_open_mirror
loc.fenk_door_open	loc.fenk_door
loc.fenk_door_open_mirror	loc.fenk_door_mirror
loc.ahoy_harbour_door	loc.ahoy_harbour_door_open
loc.ahoy_harbour_door_open	loc.ahoy_harbour_door
loc.favour_prisondoor	loc.akd_xamphur_prisongateopen
loc.kr_doubledoor_r	loc.kr_openbankdoor_r
loc.dwarf_keldagrim_door_interior_palace	loc.dwarf_keldagrim_door_interior_palace_open
loc.dwarf_keldagrim_door_interior_palace_open	loc.dwarf_keldagrim_door_interior_palace
loc.dwarf_keldagrim_door_interior_poor	loc.dwarf_keldagrim_door_interior_poor_open
loc.dwarf_keldagrim_door_interior_poor_open	loc.dwarf_keldagrim_door_interior_poor
loc.dwarf_keldagrim_door_interior	loc.dwarf_keldagrim_door_interior_palace_open
loc.dwarf_keldagrim_door_interior_open	loc.dwarf_keldagrim_door_interior_poor
loc.dwarf_keldagrim_door	loc.dwarf_keldagrim_door_open
loc.dwarf_keldagrim_door_open	loc.dwarf_keldagrim_door
loc.dwarf_keldagrim_door_poor	loc.dwarf_keldagrim_door_open
loc.dwarf_keldagrim_door_poor_open	loc.dwarf_keldagrim_door_poor
loc.dwarf_keldagrim_door_ornate_open	loc.dwarf_keldagrim_door_palace
loc.dwarf_keldagrim_door_ornate_mirror_open	loc.dwarf_keldagrim_door_palace
loc.dwarf_keldagrim_door_palace	loc.dwarf_keldagrim_door_ornate_mirror_open
loc.dwarf_keldagrim_door_palace_open	loc.dwarf_keldagrim_door_palace
loc.fd_fw_metalgateclosed_l	loc.metalgateopenl
loc.fd_fw_metalgateclosed_r	loc.metalgateopenr
loc.icthalarins_door	loc.icthalarins_door_open
loc.icthalarins_door_mirror	loc.icthalarins_door_open_mirror
loc.icthalarins_door_open	loc.icthalarins_door
loc.icthalarins_door_open_mirror	loc.icthalarins_door_mirror
loc.dwarf_keldagrim_door_interior_factory	loc.dwarf_keldagrim_door_interior_factory_open
loc.dwarf_keldagrim_door_interior_factory_open	loc.dwarf_keldagrim_door_interior_factory
loc.roguesden_gallery_door	loc.roguesden_door_to_pub_open
loc.roguesden_door_to_pub	loc.roguesden_door_to_pub_open
loc.roguesden_door_to_pub_open	loc.roguesden_door_to_pub
loc.rd_room1_exitdoor	loc.ahoy_harbour_door_open
loc.rd_room2_exitdoor	loc.ahoy_harbour_door_open
loc.rd_room3_exitdoor	loc.ahoy_harbour_door_open
loc.rd_room4_exitdoor	loc.ahoy_harbour_door_open
loc.rd_room5_exitdoor	loc.ahoy_harbour_door_open
loc.rd_room6_exitdoor	loc.ahoy_harbour_door_open
loc.rd_room7_exitdoor	loc.ahoy_harbour_door_open
loc.rd_door	loc.rd_door_open
loc.rd_door_open	loc.rd_door
loc.kore2_hos_door_open	loc.kore2_hos_door_inactive
loc.farmdoor	loc.farmdooropen
loc.farmdooropen	loc.farmdoor
loc.mourner_hideout_door1	loc.mourning_poordooropen
loc.mourner_hideout_door2	loc.mourning_poordooropen
loc.mourner_hideout_door3	loc.akd_xamphur_prisongateopen
loc.mourner_hideout_door4	loc.mourning_poordooropen
loc.mourner_hideout_door2_open	loc.mourning_poordoor
loc.mourning_orchard_fencegate_l	loc.mourning_orchard_fencegate_open_l
loc.mourning_orchard_fencegate_r	loc.mourning_orchard_fencegate_open_r
loc.mourning_orchard_fencegate_open_l	loc.mourning_orchard_fencegate_l
loc.mourning_orchard_fencegate_open_r	loc.mourning_orchard_fencegate_r
loc.mourning_poordoor	loc.mourning_poordooropen
loc.mourning_poordooropen	loc.mourning_poordoor
loc.mourning_prisondoor	loc.mourning_prisondooropen
loc.mourning_prisondooropen	loc.mourning_prisondoor
loc.newbie_door1	loc.canifis_poh_doubledoorl_open
loc.prisonbarsdoor	loc.prisonbarsdoor_open
loc.prisonbarsdoor_locked	loc.prisonbarsdoor_open
loc.prisonbarsdoor_open	loc.prisonbarsdoor_locked
loc.port_sarim_jaildoor	loc.prisonbarsdoor_open
loc.newbie_door2	loc.canifis_poh_doubledoorl_open
loc.newbie_door3	loc.canifis_poh_doubledoorl_open
loc.newbie_door4	loc.canifis_poh_doubledoorl_open
loc.newbie_door6	loc.canifis_poh_doubledoorl_open
loc.newbie_door7	loc.canifis_poh_doubledoorl_open
loc.newbie_door8	loc.canifis_poh_doubledoorl_open
loc.newbie_door9	loc.canifis_poh_doubledoorl_open
loc.fai_varrock_cook_guild_door	loc.canifis_poh_doubledoorl_open
loc.makinghistory_door	loc.mourning_poordooropen
loc.makinghistory_door_open	loc.draynor_basement_door_open
loc.makinghistory_doubledoorl	loc.kr_courthouse_double_door_l_open
loc.makinghistory_doubledoorl_open	loc.makinghistory_doubledoorl
loc.makinghistory_doubledoorr	loc.kr_courthouse_double_door_r_open
loc.vc_elfdoor	loc.vc_elfdooropen
loc.vc_elfdooropen	loc.vc_elfdoor
loc.elid_genie_door	loc.ahoy_harbour_door_open
loc.draynor_basement_door_open	loc.goblin_outpost_openpoordoor
loc.fai_barbarian_poordoor	loc.ahoy_harbour_door_open
loc.fai_barbarian_poordooropen	loc.hos_grape_odddoor
loc.fai_barbarian_large_doubledoor_r	loc.castlewars_zamorak_maindoorr_open
loc.fai_barbarian_large_doubledoor_l	loc.castlewars_zamorak_maindoorl_open
loc.ranging_guild_door	loc.goblin_outpost_openpoordoor
loc.picklock1	loc.canifis_poh_doubledoorl_open
loc.picklock2	loc.canifis_poh_doubledoorl_open
loc.picklock4	loc.canifis_poh_doubledoorl_open
loc.picklock5	loc.vc_elfdooropen
loc.picklock6	loc.canifis_poh_doubledoorl_open
loc.toollock2	loc.akd_xamphur_prisongateopen
loc.toollock3	loc.goblin_outpost_openpoordoor
loc.toollock5	loc.goblin_outpost_openpoordoor
loc.hos_grape_odddoor	loc.ahoy_harbour_door_open
loc.fai_varrock_member_gatel	loc.fai_varrock_member_gatel_open
loc.fai_varrock_member_gater	loc.fai_varrock_member_gater_open
loc.fai_varrock_member_gatel_open	loc.fai_varrock_member_gatel
loc.fai_varrock_member_gater_open	loc.fai_varrock_member_gater
loc.fai_varrock_door_open	loc.picklock6
loc.fai_varrock_door	loc.canifis_poh_doubledoorl_open
loc.fai_varrock_poor_door_open	loc.phoenixdoor2
loc.fai_varrock_shanty_door_open	loc.phoenixdoor2
loc.fairy_mushroom_gate_door_l	loc.fairy_mushroom_gate_door_l_open
loc.fairy_mushroom_gate_door_l_open	loc.fairy_mushroom_gate_door_l
loc.fairy_mushroom_gate_door_r	loc.fairy_mushroom_gate_door_r_open
loc.fairy_mushroom_gate_door_r_open	loc.fairy_mushroom_gate_door_r
loc.hundred_lumbridge_door	loc.vc_elfdooropen
loc.hundred_lumbridge_doubledoorl	loc.wild_doubledoor_open_l
loc.hundred_lumbridge_doubledoorr	loc.wild_doubledoor_open_r
loc.goblin_outpost_poordoor	loc.goblin_outpost_openpoordoor
loc.goblin_outpost_openpoordoor	loc.goblin_outpost_poordoor
loc.goblin_outpost_poordoor_double_inner	loc.goblin_outpost_openpoordoor_double_inner
loc.goblin_outpost_openpoordoor_double_inner	loc.goblin_outpost_poordoor_double_inner
loc.goblin_outpost_poordoor_doubler_inner	loc.goblin_outpost_openpoordoor_doubler_inner
loc.goblin_outpost_openpoordoor_doubler_inner	loc.goblin_outpost_poordoor_doubler_inner
loc.swan_building_door	loc.ahoy_harbour_door_open
loc.burgh_fencegate_l	loc.farming_openfencegate_l
loc.burgh_fencegate_r	loc.farming_openfencegate_r
loc.qip_sheep_shearer_fencegate_l	loc.farming_openfencegate_l
loc.qip_sheep_shearer_fencegate_r	loc.farming_openfencegate_r
loc.qip_sheep_shearer_openfencegate_l	loc.burgh_fencegate_l
loc.qip_sheep_shearer_openfencegate_r	loc.burgh_fencegate_r
loc.qip_sheep_shearer_poordoor	loc.goblin_outpost_openpoordoor
loc.qip_sheep_shearer_poordooropen	loc.goblin_outpost_poordoor
loc.desert_door_l	loc.desert_door_l_open
loc.desert_door_r	loc.desert_door_r_open
loc.desert_door_l_open	loc.desert_door_l
loc.desert_door_r_open	loc.desert_door_r
loc.timberwall_door	loc.timberwall_door_open
loc.timberwall_doorl	loc.timberwall_doorl_open
loc.timberwall_door_open	loc.timberwall_door
loc.timberwall_doorl_open	loc.timberwall_doorl
loc.poordoor_double_inner	loc.openpoordoor_double_inner
loc.openpoordoor_double_inner	loc.poordoor_double_inner
loc.poordoor_doubler_inner	loc.openpoordoor_doubler_inner
loc.openpoordoor_doubler_inner	loc.poordoor_doubler_inner
loc.village_door_l	loc.village_door_l_open
loc.village_door_r	loc.village_door_r_open
loc.village_door_l_open	loc.village_door_l
loc.village_door_r_open	loc.village_door_r
loc.rellekka_poh_doubledoor	loc.rellekka_poh_doubledoor_open
loc.rellekka_poh_doubledoor_open	loc.rellekka_poh_doubledoor
loc.rellekka_poh_doubledoorl	loc.rellekka_poh_doubledoorl_open
loc.rellekka_poh_doubledoorl_open	loc.rellekka_poh_doubledoorl
loc.yanille_poh_double_door	loc.yanille_poh_double_door_open
loc.yanille_poh_double_doorl	loc.yanille_poh_double_doorl_open
loc.yanille_poh_double_door_open	loc.yanille_poh_double_door
loc.yanille_poh_double_doorl_open	loc.yanille_poh_double_doorl
loc.wild_door	loc.canifis_poh_doubledoorl_open
loc.wild_door_open	loc.picklock6
loc.wild_doubledoor_l	loc.wild_doubledoor_open_l
loc.wild_doubledoor_r	loc.wild_doubledoor_open_r
loc.wild_doubledoor_open_l	loc.wild_doubledoor_l
loc.wild_doubledoor_open_r	loc.wild_doubledoor_r
loc.craftingguilddoor	loc.goblin_outpost_openpoordoor
loc.farming_shed_poordoor	loc.ahoy_harbour_door_open
loc.royal_village_door	loc.ahoy_harbour_door_open
loc.royal_village_door_open	loc.hos_grape_odddoor
loc.ii_fencegate_l	loc.ii_fencegate_lc
loc.ii_fencegate_lc	loc.ii_fencegate_l
loc.ii_fencegate_r	loc.ii_fencegate_rc
loc.ii_fencegate_rc	loc.ii_fencegate_r
loc.fai_varrock_gate_l	loc.fai_varrock_gate_lc
loc.fai_varrock_gate_lc	loc.fai_varrock_gate_l
loc.fai_varrock_gate_r	loc.fai_varrock_gate_rc
loc.fai_varrock_gate_rc	loc.fai_varrock_gate_r
loc.dttd_ham_door	loc.goblin_outpost_openpoordoor
loc.lunar_moonclan_door_baba_yaga	loc.lunar_moonclan_door_open
loc.lunar_moonclan_door	loc.lunar_moonclan_door_open
loc.lunar_moonclan_door_open	loc.lunar_moonclan_door
loc.lunar_moonclan_door_asian	loc.lunar_moonclan_door_asian_closed
loc.lunar_moonclan_door_asian_closed	loc.lunar_moonclan_door_asian
loc.xbowsdoubledoorl	loc.xbowsdoubledoor_openl
loc.xbowsdoubledoor_openl	loc.xbowsdoubledoorl
loc.xbowsdoubledoorr	loc.xbowsdoubledoor_openr
loc.xbowsdoubledoor_openr	loc.xbowsdoubledoorr
loc.pest_poordoor	loc.ahoy_harbour_door_open
loc.pest_poordooropen	loc.hos_grape_odddoor
loc.area_sanguine_ghetto_door1	loc.area_sanguine_ghetto_open_door1
loc.area_sanguine_ghetto_door2	loc.area_sanguine_ghetto_open_door2
loc.area_sanguine_myreque_door_locked	loc.area_sanguine_ghetto_open_door1
loc.area_sanguine_ghetto_open_door1	loc.area_sanguine_myreque_door_locked
loc.area_sanguine_ghetto_open_door2	loc.myq3_agil_14_locked_door
loc.myq3_agil_14_locked_door	loc.area_sanguine_ghetto_open_door2
loc.myq3_agil_14_locked_door_inactive	loc.area_sanguine_ghetto_open_door2
loc.slug2_village_poordoor	loc.ahoy_harbour_door_open
loc.aide_ornaterailing_gate	loc.aide_ornaterailing_gate_open
loc.aide_ornaterailing_gate_open	loc.aide_ornaterailing_gate
loc.elem2_door_mind	loc.elem2_door_mind_open
loc.elem2_door_mind_open	loc.elem2_door_mind
loc.elem2_door_mindl	loc.elem2_door_mindl_open
loc.elem2_door_mindl_open	loc.elem2_door_mindl
loc.ogreguardgate1_open	loc.ogreguardgate2right
loc.ogreguardgate1right_open	loc.ogreguardgate2right
loc.ogreguardgate2_open	loc.ogreguardgate2right
loc.ogreguardgate2right_open	loc.ogreguardgate2right
loc.grab_evil_twin_poor_door	loc.slice_outpost_openpoordoor
loc.grab_evil_twin_poor_door_open	loc.slice_outpost_poordoor
loc.prisonpete_fakedoor_r	loc.akd_xamphur_prisongateopen
loc.prisonpete_fakedoor_l	loc.mourning_prisondooropen
loc.ga_fencegate_l_normal	loc.farming_openfencegate_l
loc.ga_fencegate_r_normal	loc.farming_openfencegate_r
loc.peng_base_door_open	loc.peng_base_door_bard
loc.frisb_abode_door	loc.rd_door_open
loc.frisb_abode_door_locked	loc.rd_door_open
loc.frisb_abode_door_open	loc.rd_door
loc.frisb_abode_door_always_open	loc.rd_door
loc.frisd_turret_door	loc.frisd_turret_door_open
loc.frisd_turret_door_open	loc.frisd_turret_door
loc.frisd_outer_city_wall_door_left	loc.frisd_outer_city_wall_door_left_open
loc.frisd_outer_city_wall_door_left_open	loc.frisd_outer_city_wall_door_left
loc.frisd_outer_city_wall_door_right	loc.frisd_outer_city_wall_door_right_open
loc.frisd_outer_city_wall_door_right_open	loc.frisd_outer_city_wall_door_right
loc.fris_palisade_door_r	loc.fris_palisade_door_open_r
loc.fris_palisade_door_open_r	loc.fris_palisade_door_r
loc.fris_palisade_door_l	loc.fris_palisade_door_open_l
loc.fris_palisade_door_open_l	loc.fris_palisade_door_l
loc.brain_mill_doubledoorl	loc.brain_mill_opendoubledoorl
loc.brain_mill_opendoubledoorl	loc.brain_mill_doubledoorl
loc.brain_mill_doubledoorr	loc.brain_mill_opendoubledoorr
loc.brain_mill_opendoubledoorr	loc.brain_mill_doubledoorr
loc.slice_outpost_poordoor	loc.slice_outpost_openpoordoor
loc.slice_outpost_openpoordoor	loc.slice_outpost_poordoor
loc.slice_outpost_poordoor_double_inner	loc.slice_outpost_openpoordoor_double_inner
loc.slice_outpost_openpoordoor_double_inner	loc.slice_outpost_poordoor_double_inner
loc.slice_outpost_poordoor_doubler_inner	loc.slice_outpost_openpoordoor_doubler_inner
loc.slice_outpost_openpoordoor_doubler_inner	loc.slice_outpost_poordoor_doubler_inner
loc.slice_door	loc.slice_outpost_openpoordoor
loc.balancegate52b_left	loc.metalgateopenl
loc.balancegate52b_right	loc.metalgateopenr
loc.balancegate52a	loc.akd_xamphur_prisongateopen
loc.rustic_fencegate_r	loc.farming_openfencegate_r
loc.rustic_openfencegate_l	loc.burgh_fencegate_l
loc.rustic_openfencegate_r	loc.burgh_fencegate_r
loc.fai_falador_poor_door	loc.canifis_poh_doubledoorl_open
loc.fai_falador_poor_door_open	loc.picklock6
loc.fai_falador_poor_door_closed_m	loc.canifis_poh_doubledoor_open
loc.fai_falador_poor_door_open_m	loc.canifis_poh_doubledoor
loc.fai_falador_castledoubledoorl	loc.fai_falador_opencastledoubledoorl
loc.fai_falador_castledoubledoorr	loc.fai_falador_opencastledoubledoorr
loc.fai_falador_opencastledoubledoorl	loc.fai_falador_castledoubledoorl
loc.fai_falador_opencastledoubledoorr	loc.fai_falador_castledoubledoorr
loc.warguild_door_armour_l	loc.warguild_dooropen_armour_l
loc.warguild_dooropen_armour_l	loc.warguild_door_armour_l
loc.warguild_door_armour_r	loc.warguild_dooropen_armour_r
loc.warguild_dooropen_armour_r	loc.warguild_door_armour_r
loc.warguild_door_catapult	loc.warguild_dooropen_catapult
loc.warguild_dooropen_catapult	loc.warguild_door_catapult
loc.warguild_door_dummy	loc.warguild_dooropen_dummy
loc.warguild_dooropen_dummy	loc.warguild_door_dummy
loc.warguild_door_front	loc.warguild_dooropen_front
loc.canafis_door	loc.slice_outpost_openpoordoor
loc.canafis_door_ground_open	loc.picklock6
loc.canafis_door_ground	loc.slice_outpost_openpoordoor
loc.vm_fencegate_l	loc.fai_varrock_gate_lc
loc.vm_fencegate_r	loc.fai_varrock_gate_rc
loc.grim_witch_house_door_open	loc.witchhousedoor
loc.chefdoor	loc.slice_outpost_openpoordoor
loc.qip_obs_reception_door	loc.slice_outpost_openpoordoor
loc.kr_cam_wave_doubledoorr	loc.kr_cam_doubledoorr_open
loc.kr_cam_wave_doubledoorl	loc.kr_cam_doubledoorl_open
loc.kr_cam_doubledoorl	loc.kr_cam_doubledoorl_open
loc.kr_cam_doubledoorl_open	loc.kr_cam_doubledoorl
loc.kr_cam_doubledoorr	loc.kr_cam_doubledoorr_open
loc.kr_cam_doubledoorr_open	loc.kr_cam_doubledoorr
loc.kr_sin_poordoor	loc.slice_outpost_openpoordoor
loc.kr_mansion_double_door_l	loc.kr_mansion_open_double_door_l
loc.kr_mansion_open_double_door_l	loc.kr_mansion_double_door_l
loc.kr_mansion_double_door_r	loc.kr_mansion_open_double_door_r
loc.kr_mansion_open_double_door_r	loc.kr_mansion_double_door_r
loc.kr_seers_doubledoorl	loc.kr_seers_open_doubledoorl
loc.kr_seers_open_doubledoorl	loc.kr_seers_doubledoorl
